,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1108,462702,1,1,53,0,3,1,0,4,3,B
1109,462704,1,1,52,1,4,5,1,5,5,C
1110,462705,0,1,66,0,7,0,0,2,5,B
1111,462716,1,0,26,0,3,6,2,2,3,D
1112,462720,1,1,38,1,8,2,2,5,5,D
1113,462722,0,0,25,0,6,3,2,4,5,D
1114,462723,0,1,53,0,0,8,0,2,5,B
1115,462727,0,1,87,0,7,0,1,2,5,B
1116,462729,1,0,28,0,5,1,2,2,5,D
1117,462731,0,1,37,1,0,7,1,3,5,C
1118,462732,0,1,42,1,0,3,2,1,5,B
1119,462735,0,1,25,0,0,1,0,2,0,A
1120,462736,0,1,33,0,2,6,2,3,5,A
1121,462738,0,0,33,1,5,3,2,3,1,D
1122,462739,1,1,46,1,0,1,2,2,5,B
1123,462743,1,0,33,0,5,2,2,4,2,D
1124,462746,1,0,26,0,3,1,2,3,5,D
1125,462747,1,0,32,0,1,6,2,4,5,D
1126,462752,0,0,25,0,5,4,2,1,5,D
1127,462755,0,0,18,0,5,1,2,4,5,D
1128,462756,0,0,22,0,2,0,2,4,5,D
1129,462761,1,0,19,0,5,2,2,4,5,D
1130,462762,1,1,46,1,0,0,1,4,5,C
1131,462767,1,0,19,0,5,4,2,4,5,D
1132,462768,1,1,45,1,0,0,0,3,5,C
1133,462776,0,1,52,1,2,1,0,3,5,C
1134,462785,0,1,42,1,2,2,0,5,2,B
1135,462788,1,1,47,0,3,1,0,3,2,A
1136,462792,1,1,45,0,6,2,0,4,5,B
1137,462799,1,0,32,0,5,3,2,3,4,D
1138,462804,1,1,41,0,4,5,1,3,3,D
1139,462807,0,0,28,1,6,4,2,1,5,D
1140,462810,1,1,37,0,4,9,1,4,5,D
1141,462814,0,1,20,0,2,8,0,2,4,D
1142,462817,0,1,73,1,7,3,2,1,5,A
1143,462819,1,1,51,1,0,0,0,3,5,C
1144,462823,1,1,18,1,2,4,0,4,5,D
1145,462824,1,1,42,0,2,1,0,3,3,B
1146,462826,1,0,20,0,5,1,2,3,2,D
1147,462827,0,0,23,0,1,0,2,3,2,D
1148,462834,1,1,31,1,6,2,2,2,0,D
1149,462838,0,1,33,1,6,1,2,3,4,D
1150,462841,1,0,21,0,5,9,2,6,5,D
1151,462845,1,1,51,1,1,5,0,7,5,C
1152,462849,1,1,47,1,0,0,0,4,5,C
1153,462850,1,0,20,0,5,0,2,4,5,D
1154,462853,1,0,21,0,5,0,2,2,5,D
1155,462854,1,0,22,0,5,1,2,3,5,D
1156,462858,0,0,32,1,2,9,2,4,5,D
1157,462861,0,0,30,1,5,8,2,1,5,D
1158,462866,1,1,61,1,1,1,2,1,5,B
1159,462868,1,1,43,0,3,0,0,4,3,B
1160,462869,1,0,25,1,1,8,2,1,5,A
1161,462871,1,1,46,0,3,0,0,3,5,B
1162,462872,0,1,53,0,2,12,2,2,2,A
1163,462874,1,1,55,1,1,0,1,2,5,C
1164,462887,0,1,42,0,2,0,2,3,5,A
1165,462890,0,0,26,1,8,11,2,1,5,D
1166,462891,1,0,29,0,5,0,2,3,5,D
1167,462894,1,1,39,1,0,4,0,4,2,C
1168,462900,1,1,38,1,0,1,0,3,5,C
1169,462903,1,1,69,1,3,2,0,2,5,C
1170,462905,0,0,25,0,0,6,2,3,5,D
1171,462914,0,0,26,1,0,4,2,4,5,D
1172,462920,1,1,51,0,4,0,1,5,5,B
1173,462923,1,1,30,0,6,8,0,2,5,A
1174,462925,0,1,28,0,6,3,0,2,2,D
1175,462927,0,0,33,0,6,8,2,2,5,D
1176,462936,0,0,41,1,2,3,2,1,5,A
1177,462941,1,0,71,0,7,1,2,2,5,D
1178,462944,1,1,42,1,4,5,1,3,5,C
1179,462951,1,1,71,1,7,2,2,1,5,D
1180,462956,1,1,35,0,0,6,0,5,5,B
1181,462958,1,0,28,0,8,0,2,5,5,D
1182,462963,1,1,31,1,0,1,0,2,2,A
1183,462966,1,1,43,1,0,2,0,3,5,C
1184,462968,0,1,77,0,7,0,1,2,5,B
1185,462971,0,1,71,1,2,0,2,1,5,B
1186,462976,0,1,47,1,2,0,0,2,5,C
1187,462981,0,0,26,0,6,9,2,1,5,D
1188,462982,1,1,40,0,1,4,0,4,5,B
1189,462983,0,1,72,1,7,0,1,2,5,B
1190,462984,0,1,73,1,0,1,1,2,5,C
1191,462986,1,0,26,1,5,1,2,6,2,D
1192,462992,0,1,57,1,2,2,1,3,2,B
1193,462993,1,1,30,0,0,3,0,3,5,B
1194,462994,0,1,36,0,0,3,0,3,5,B
1195,462998,1,1,52,0,3,10,0,4,5,B
1196,463003,1,1,42,1,0,3,0,2,5,C
1197,463012,1,1,52,0,2,2,2,1,5,A
1198,463020,1,1,28,1,0,0,0,3,0,A
1199,463023,0,1,43,0,6,7,2,1,5,D
1200,463024,1,0,43,1,0,3,2,1,5,B
1201,463028,1,0,25,0,1,0,2,4,5,D
1202,463030,1,1,52,1,4,1,1,3,5,C
1203,463034,0,0,28,1,6,9,2,1,5,D
1204,463037,1,1,56,1,3,0,0,4,5,C
1205,463039,1,1,38,0,4,12,1,7,5,D
1206,463040,1,1,83,0,7,1,1,2,5,B
1207,463044,1,1,82,1,7,1,1,2,5,C
1208,463047,1,1,32,1,6,8,2,3,5,D
1209,463051,0,0,35,1,6,12,2,1,5,D
1210,463052,1,1,40,1,8,0,2,2,5,D
1211,463058,0,0,25,1,6,13,2,1,7,D
1212,463062,0,1,39,1,0,3,0,3,5,C
1213,463069,1,0,25,1,0,7,2,1,5,A
1214,463075,1,1,52,1,0,0,2,4,5,B
1215,463080,1,0,33,0,0,0,2,4,4,A
1216,463083,1,0,28,1,0,6,2,3,5,D
1217,463085,0,0,43,1,0,0,2,1,5,A
1218,463086,1,0,30,1,0,8,2,2,4,A
1219,463088,0,1,84,1,7,1,1,2,5,B
1220,463089,1,1,48,1,4,6,1,4,5,C
1221,463090,0,1,55,0,2,3,0,2,5,B
1222,463091,0,1,37,1,6,8,2,1,5,D
1223,463094,1,1,38,1,2,11,0,3,5,C
1224,463096,0,0,28,1,1,4,2,3,5,D
1225,463099,1,1,86,1,7,1,2,1,5,A
1226,463100,0,0,35,0,6,9,2,1,5,D
1227,463102,1,0,35,0,3,0,2,2,5,A
1228,463104,0,1,46,0,7,0,2,1,5,A
1229,463106,0,1,79,1,7,0,2,1,5,B
1230,463108,1,1,63,1,7,5,1,2,5,C
1231,463118,0,1,50,1,1,3,1,3,5,C
1232,463120,0,0,35,1,3,0,2,1,5,A
1233,463129,1,1,65,0,1,2,2,1,5,B
1234,463133,1,1,50,0,0,0,0,4,5,C
1235,463138,0,0,27,0,6,3,2,4,2,D
1236,463144,1,1,45,1,4,0,1,3,5,C
1237,463145,0,0,36,1,6,0,2,4,5,D
1238,463146,1,1,43,0,3,11,0,2,5,B
1239,463148,1,1,62,1,8,1,1,5,5,C
1240,463149,1,1,57,1,0,2,0,2,5,C
1241,463150,1,0,51,0,8,9,2,1,5,D
1242,463151,1,1,59,1,0,0,2,1,2,B
1243,463154,0,1,27,0,0,0,2,4,5,A
1244,463156,0,1,83,0,7,1,1,2,5,B
1245,463157,1,1,50,1,3,6,2,3,5,A
1246,463158,1,1,75,1,4,1,1,3,5,C
1247,463163,1,0,28,0,4,2,2,2,2,D
1248,463164,1,1,39,1,0,9,0,2,5,C
1249,463165,0,1,69,1,1,0,0,2,5,C
1250,463166,0,0,41,1,0,1,2,1,3,A
1251,463170,0,2,28,1,5,0,2,5,2,D
1252,463171,0,1,39,0,3,1,1,3,2,A
1253,463173,1,0,47,1,0,0,2,1,2,B
1254,463174,0,1,62,1,2,1,2,1,2,B
1255,463175,0,2,41,0,2,0,2,4,2,A
1256,463181,1,1,49,1,1,5,0,3,4,C
1257,463187,0,1,52,1,0,8,2,2,5,C
1258,463192,0,1,48,0,3,2,0,4,3,B
1259,463195,0,0,26,1,5,7,2,2,2,D
1260,463196,0,1,72,1,2,1,2,1,5,B
1261,463199,0,1,47,1,0,0,2,3,3,B
1262,463201,0,0,19,0,5,1,2,2,3,D
1263,463203,0,0,21,0,5,1,2,3,6,D
1264,463204,1,0,39,0,3,1,2,1,5,A
1265,463209,0,0,52,1,0,0,2,1,5,B
1266,463218,1,1,37,0,3,8,0,3,5,B
1267,463219,1,1,51,0,3,0,2,2,5,A
1268,463220,1,1,48,0,2,1,0,3,5,B
1269,463221,1,0,22,0,5,3,2,3,5,D
1270,463224,1,1,47,1,4,1,1,4,5,C
1271,463240,0,1,45,0,2,0,0,3,5,B
1272,463242,0,0,29,0,2,5,2,2,5,D
1273,463244,0,1,47,0,1,1,2,1,5,A
1274,463245,1,1,41,1,3,8,0,2,5,C
1275,463248,0,1,32,0,6,9,0,4,1,D
1276,463251,1,1,31,0,8,2,2,3,5,D
1277,463256,1,0,20,0,8,1,2,3,5,D
1278,463258,0,1,46,1,0,0,0,3,5,C
1279,463260,1,1,70,1,7,3,2,1,5,D
1280,463265,1,1,65,1,0,1,0,3,5,C
1281,463266,0,1,68,2,0,1,0,2,5,C
1282,463267,1,1,29,0,6,9,2,1,3,D
1283,463269,1,1,41,1,3,3,0,2,2,A
1284,463270,1,1,50,0,4,0,2,5,7,D
1285,463273,1,1,38,1,3,9,0,2,2,A
1286,463276,1,1,37,0,4,3,0,2,2,A
1287,463277,0,1,30,0,2,6,2,2,2,A
1288,463278,0,1,63,1,2,1,2,1,2,B
1289,463280,1,1,42,1,0,6,0,2,2,C
1290,463292,1,1,41,0,4,0,1,3,5,B
1291,463302,0,1,60,1,2,2,1,4,5,C
1292,463308,1,1,46,1,2,1,2,2,2,A
1293,463316,0,1,83,0,7,0,1,2,5,B
1294,463323,1,1,27,1,5,3,2,2,5,D
1295,463324,0,0,22,0,5,1,2,4,1,D
1296,463330,1,0,20,0,5,0,2,4,5,D
1297,463332,0,1,40,1,2,0,2,2,5,B
1298,463334,0,0,28,1,1,0,2,6,3,C
1299,463335,1,0,28,1,1,4,2,1,3,A
1300,463338,1,1,28,0,3,0,2,2,2,A
1301,463340,0,0,20,0,5,0,2,4,2,D
1302,463341,0,1,53,0,2,0,0,6,2,B
1303,463348,0,1,35,1,1,0,2,2,5,B
1304,463351,0,0,21,2,5,3,2,4,4,D
1305,463356,1,0,30,1,5,6,2,4,1,D
1306,463360,0,1,46,1,0,2,2,1,5,B
1307,463367,0,0,36,1,2,3,2,4,1,A
1308,463368,0,1,38,1,0,4,1,3,1,C
1309,463372,0,1,26,0,8,1,0,2,7,A
1310,463375,0,1,45,1,1,1,2,1,3,B
1311,463376,0,1,46,1,4,5,1,2,5,C
1312,463378,1,0,25,1,1,0,2,1,2,A
1313,463379,1,0,27,0,8,0,2,7,5,D
1314,463386,0,1,42,1,1,6,2,1,2,A
1315,463387,1,2,20,0,8,3,2,2,2,D
1316,463391,1,1,55,1,1,6,2,1,2,B
1317,463395,1,0,25,0,8,4,2,1,5,D
1318,463404,1,1,27,0,1,3,1,2,2,A
1319,463406,1,0,31,0,8,0,2,4,2,D
1320,463409,0,1,38,0,3,6,0,5,1,D
1321,463411,1,1,43,1,3,3,0,2,5,C
1322,463420,0,1,59,1,0,2,1,3,5,C
1323,463423,1,1,61,0,4,1,0,3,5,B
1324,463427,0,1,27,1,2,1,2,2,5,A
1325,463428,1,1,26,0,4,1,1,5,5,D
1326,463431,1,1,39,1,0,2,0,4,3,C
1327,463437,1,1,51,1,0,0,0,3,5,C
1328,463438,1,1,47,0,3,0,0,3,5,B
1329,463443,1,1,52,1,0,1,0,4,5,C
1330,463444,1,1,59,1,7,2,1,2,5,C
1331,463447,1,1,57,0,2,1,0,2,5,B
1332,463452,0,1,86,1,7,1,1,2,5,B
1333,463460,1,1,49,1,0,3,0,2,5,C
1334,463461,1,0,30,0,1,2,2,4,3,D
1335,463462,0,1,43,0,2,0,0,4,5,B
1336,463470,1,0,19,0,5,3,2,5,1,D
1337,463472,1,0,20,0,5,3,2,4,5,D
1338,463473,1,0,19,0,5,3,2,3,5,D
1339,463475,0,1,43,1,1,0,2,1,5,B
1340,463477,1,0,31,0,5,0,2,4,3,D
1341,463483,1,1,30,0,4,1,1,2,5,D
1342,463491,1,1,27,1,1,8,0,3,5,B
1343,463493,1,1,36,1,4,3,1,4,5,B
1344,463499,1,1,47,1,4,0,2,2,5,A
1345,463500,1,1,35,1,4,1,1,4,5,B
1346,463503,1,1,25,1,3,0,2,2,6,D
1347,463508,0,1,25,0,0,0,2,3,5,A
1348,463509,1,0,38,0,0,1,2,1,2,A
1349,463512,0,0,32,0,2,0,2,3,5,D
1350,463516,1,1,48,0,4,1,1,6,5,B
1351,463527,0,0,38,0,0,10,2,1,5,A
1352,463528,1,1,70,0,4,1,1,2,5,B
1353,463529,1,0,42,1,8,3,2,1,5,D
1354,463533,0,1,85,1,0,1,1,2,1,C
1355,463537,0,0,25,1,5,1,2,3,5,D
1356,463545,0,0,31,1,1,1,2,2,3,A
1357,463548,0,0,20,0,5,3,2,4,3,D
1358,463550,0,1,37,1,0,0,0,2,3,C
1359,463553,1,0,33,1,0,8,2,2,5,A
1360,463554,0,0,52,0,0,5,2,1,5,B
1361,463557,1,0,26,1,1,0,2,3,5,D
1362,463560,0,0,21,0,5,9,2,5,3,D
1363,463561,0,0,42,1,2,0,2,1,5,A
1364,463566,0,1,35,1,6,3,0,4,1,A
1365,463572,1,1,39,1,0,0,0,4,5,C
1366,463577,0,1,41,1,1,1,0,2,5,C
1367,463586,0,0,18,0,5,1,2,5,5,D
1368,463588,1,0,22,0,5,0,2,1,5,D
1369,463598,0,1,25,0,2,2,2,2,5,A
1370,463601,0,0,20,0,5,4,2,5,7,D
1371,463603,0,0,18,0,3,0,2,4,1,D
1372,463605,0,0,20,0,5,1,2,5,4,D
1373,463606,1,0,21,0,8,0,2,4,1,D
1374,463614,0,0,25,0,5,1,2,4,2,D
1375,463615,0,1,60,1,0,2,0,2,5,C
1376,463616,0,1,46,0,2,0,0,5,2,B
1377,463619,1,1,68,0,4,1,1,2,5,B
1378,463620,1,0,21,0,5,1,2,4,1,D
1379,463623,1,0,27,1,1,0,2,3,5,D
1380,463624,1,1,59,1,4,1,1,4,5,C
1381,463628,0,0,26,1,0,8,2,1,5,A
1382,463632,1,1,26,1,0,0,0,2,5,A
1383,463638,0,1,32,0,1,1,0,2,6,A
1384,463639,1,0,33,0,5,0,2,6,5,D
1385,463640,1,0,28,1,5,0,2,3,5,D
1386,463644,0,0,30,1,5,0,2,3,6,D
1387,463652,0,0,32,1,0,4,2,1,5,A
1388,463654,0,0,41,0,2,3,2,3,2,A
1389,463655,1,1,42,1,0,13,2,2,5,B
1390,463661,0,1,45,1,1,1,0,4,5,C
1391,463663,0,0,39,1,9,1,2,2,5,D
1392,463664,0,0,29,0,2,0,2,1,5,A
1393,463665,1,1,46,1,3,1,0,3,5,C
1394,463669,0,1,26,1,8,5,1,4,1,D
1395,463670,0,0,26,1,5,3,2,4,5,D
1396,463689,0,1,41,1,1,1,2,2,5,B
1397,463699,0,1,38,1,8,9,2,3,5,D
1398,463703,1,1,69,0,4,1,1,4,5,B
1399,463704,1,0,46,1,0,0,2,2,5,B
1400,463707,0,0,40,0,0,0,2,1,4,A
1401,463713,1,0,25,0,2,9,2,3,3,D
1402,463714,1,1,59,0,9,1,0,2,3,B
1403,463716,1,0,26,0,1,1,2,4,5,D
1404,463718,0,0,33,1,0,0,2,4,5,C
1405,463722,1,1,56,1,4,8,1,2,5,C
1406,463724,1,0,30,0,5,0,2,5,3,D
1407,463726,0,0,26,0,5,0,2,3,5,D
1408,463727,0,0,28,0,1,0,2,5,2,D
1409,463728,0,1,28,0,1,0,0,6,5,D
1410,463732,1,0,20,0,5,1,2,4,5,D
1411,463734,1,1,41,0,4,1,0,3,5,B
1412,463741,1,1,37,1,0,0,1,3,5,C
1413,463745,1,1,59,1,0,1,0,3,2,C
1414,463747,0,1,43,1,0,0,0,2,5,C
1415,463748,1,0,20,0,5,1,2,3,5,D
1416,463753,0,0,30,1,5,1,2,5,1,D
1417,463756,1,1,66,0,4,0,0,2,5,B
1418,463761,1,1,28,1,0,1,0,3,5,C
1419,463764,1,1,49,1,3,0,0,3,5,C
1420,463766,0,1,61,1,0,0,0,3,7,C
1421,463767,1,1,27,1,0,9,0,2,5,A
1422,463768,0,1,35,0,2,1,2,1,3,A
1423,463774,1,1,33,1,5,0,0,2,5,A
1424,463776,0,1,36,1,0,2,0,2,5,C
1425,463782,0,0,27,1,0,9,2,1,5,A
1426,463783,0,0,29,0,5,3,2,3,7,D
1427,463784,0,0,31,0,2,1,2,5,3,D
1428,463785,0,0,30,0,5,0,2,4,3,D
1429,463786,0,1,43,1,0,3,0,2,5,C
1430,463790,1,1,47,0,4,1,2,4,3,A
1431,463792,0,0,42,0,2,3,2,1,5,A
1432,463794,0,0,33,1,5,3,2,5,1,D
1433,463799,0,0,36,1,0,1,2,4,1,C
1434,463800,0,0,30,1,2,1,2,3,5,D
1435,463804,1,1,60,1,0,9,2,1,5,B
1436,463807,0,0,32,1,5,0,2,3,3,D
1437,463811,0,1,32,1,0,0,0,2,3,C
1438,463814,0,0,28,0,5,7,2,3,4,D
1439,463816,1,1,46,1,5,2,1,4,6,C
1440,463818,0,1,38,1,0,4,2,1,5,B
1441,463819,1,1,28,2,0,8,2,2,5,A
1442,463821,1,1,30,1,3,7,2,2,5,D
1443,463825,0,1,52,1,0,0,0,3,7,C
1444,463827,0,1,46,1,2,1,0,4,5,C
1445,463828,1,1,37,0,2,0,0,2,0,A
1446,463830,0,0,25,1,2,2,2,3,5,D
1447,463834,0,1,43,1,2,1,0,4,5,C
1448,463835,1,0,32,0,8,0,2,4,5,D
1449,463842,0,1,50,1,2,1,1,4,5,C
1450,463847,1,1,43,0,0,3,0,3,5,C
1451,463856,1,1,37,1,0,0,0,2,3,C
1452,463857,1,1,61,0,5,0,1,4,6,B
1453,463859,1,1,39,1,0,5,0,2,5,C
1454,463865,1,1,46,1,0,1,0,5,5,C
1455,463877,1,1,37,0,3,0,0,4,3,D
1456,463880,0,1,36,0,2,0,2,3,1,A
1457,463884,0,0,28,0,0,0,2,1,5,A
1458,463891,1,1,86,1,7,0,2,1,5,A
1459,463892,1,0,42,1,0,8,2,1,5,B
1460,463904,1,1,82,1,4,1,2,1,5,A
1461,463917,0,0,18,0,5,1,2,8,3,D
1462,463923,0,0,18,0,2,0,2,4,5,D
1463,463924,0,0,36,1,0,1,2,1,4,A
1464,463926,0,0,26,0,2,1,2,6,5,D
1465,463931,1,1,49,1,3,1,0,2,5,C
1466,463932,0,1,69,1,0,1,0,3,5,C
1467,463941,0,0,29,0,0,1,2,6,3,D
1468,463943,1,0,68,1,3,1,2,2,5,A
1469,463946,1,0,33,0,5,4,2,3,3,D
1470,463948,1,1,38,0,4,3,1,5,5,D
1471,463951,1,1,52,0,3,1,0,3,5,B
1472,463955,1,1,28,1,0,1,2,2,5,A
1473,463958,0,0,27,0,5,1,2,5,1,D
1474,463961,0,0,28,0,2,0,2,4,3,D
1475,463963,0,1,25,0,2,7,1,3,5,D
1476,463966,0,0,30,1,0,8,2,1,5,A
1477,463978,1,1,40,1,0,1,0,3,1,C
1478,463980,0,0,25,1,0,0,2,9,5,C
1479,463981,0,0,30,1,0,5,2,1,7,A
1480,463983,0,1,43,0,2,0,0,2,3,A
1481,463986,0,0,26,1,0,1,2,4,5,D
1482,463997,0,1,37,0,3,0,0,3,5,D
1483,464000,0,0,28,0,5,1,2,5,6,D
1484,464004,0,1,31,0,8,1,2,5,3,D
1485,464007,1,1,46,1,0,1,2,3,5,B
1486,464009,0,1,47,1,0,5,0,4,5,C
1487,464010,1,0,28,0,5,1,2,4,5,D
1488,464013,1,0,30,0,5,0,2,1,5,D
1489,464016,0,2,29,1,3,1,1,1,0,A
1490,464019,1,0,23,0,0,2,2,5,5,D
1491,464021,0,0,22,0,5,1,2,5,5,D
1492,464023,1,0,20,0,5,1,2,5,6,D
1493,464030,1,0,22,0,3,1,2,4,5,D
1494,464031,0,0,19,0,5,0,2,4,5,D
1495,464032,1,0,21,0,5,1,2,3,5,D
1496,464033,0,0,19,0,5,0,2,4,5,D
1497,464039,1,0,39,1,0,1,2,2,5,A
1498,464042,0,1,38,1,0,8,2,2,5,B
1499,464046,1,0,33,1,5,3,2,1,5,D
1500,464048,0,0,38,1,6,4,2,1,5,D
1501,464049,0,0,29,1,5,0,2,3,5,D
1502,464053,0,1,35,0,3,4,2,1,5,A
1503,464054,1,1,32,1,0,9,0,2,5,C
1504,464059,1,1,59,1,0,0,2,1,5,B
1505,464063,0,0,32,1,1,0,2,1,5,A
1506,464066,0,0,29,1,5,8,2,3,3,D
1507,464067,0,0,31,1,3,0,2,4,1,D
1508,464068,1,1,59,0,4,0,1,4,5,B
1509,464071,1,1,87,1,7,0,1,2,5,C
1510,464072,1,1,53,1,4,0,2,2,5,A
1511,464076,1,1,83,0,7,0,1,2,5,B
1512,464084,1,0,33,0,5,1,2,5,3,D
1513,464087,0,0,26,0,2,3,2,4,5,D
1514,464089,0,1,39,1,0,7,1,5,7,C
1515,464096,0,0,27,0,5,1,2,5,3,D
1516,464099,0,1,42,1,0,5,0,2,3,C
1517,464103,1,1,46,1,0,4,0,2,5,C
1518,464110,1,1,63,1,1,0,1,2,5,C
1519,464112,1,0,32,1,1,1,2,2,5,A
1520,464115,0,0,38,1,2,0,2,3,5,D
1521,464118,1,0,38,1,3,1,2,2,5,A
1522,464121,0,1,63,1,2,1,2,1,5,B
1523,464123,0,0,45,1,0,1,2,1,5,A
1524,464127,0,0,33,1,5,1,2,5,1,D
1525,464132,1,0,27,0,3,0,2,2,5,D
1526,464137,0,1,87,0,0,7,1,2,6,C
1527,464139,0,0,25,0,5,14,2,1,5,D
1528,464144,1,1,61,1,0,0,0,4,5,C
1529,464152,1,1,41,1,0,1,1,4,5,C
1530,464162,1,1,86,1,7,1,1,2,5,C
1531,464167,1,1,51,1,4,4,1,3,5,C
1532,464169,1,2,83,0,7,0,1,2,5,B
1533,464172,1,1,60,1,0,3,1,3,5,C
1534,464173,1,1,65,1,0,6,0,3,5,C
1535,464175,0,0,32,0,5,1,2,3,5,D
1536,464176,0,1,41,1,0,1,2,1,5,B
1537,464179,0,1,56,1,0,0,0,3,5,C
1538,464180,0,1,74,0,7,1,1,2,5,B
1539,464182,1,1,39,1,0,4,0,2,1,C
1540,464183,0,0,42,0,0,2,2,2,5,B
1541,464185,1,1,68,1,0,5,1,2,5,C
1542,464195,1,0,30,1,0,1,2,1,5,A
1543,464200,0,0,32,0,5,1,2,3,5,D
1544,464202,1,1,43,1,0,13,2,1,5,B
1545,464204,0,1,40,1,0,3,1,2,4,C
1546,464205,0,1,87,0,3,0,1,2,5,B
1547,464206,1,1,43,0,3,1,2,2,5,A
1548,464211,1,1,48,1,1,1,0,3,1,C
1549,464212,0,1,58,1,8,0,0,2,5,B
1550,464216,1,1,52,1,0,2,1,3,5,C
1551,464217,0,0,30,0,5,14,2,3,5,D
1552,464223,0,1,53,1,0,2,2,2,5,B
1553,464226,0,1,56,1,0,3,0,3,5,C
1554,464231,1,1,48,1,0,1,0,4,5,C
1555,464232,1,1,28,0,1,1,2,5,5,D
1556,464246,0,1,61,1,0,0,0,2,5,C
1557,464254,1,1,62,1,3,1,0,3,5,C
1558,464255,0,1,49,1,0,1,0,5,3,C
1559,464257,1,1,40,2,3,0,1,2,5,C
1560,464265,1,1,62,1,3,1,2,2,5,A
1561,464269,1,0,35,1,3,1,2,3,0,D
1562,464270,0,0,48,1,0,4,2,1,5,B
1563,464271,0,1,36,1,0,1,0,3,1,C
1564,464274,0,1,56,1,0,1,0,5,5,C
1565,464276,0,1,66,0,8,0,1,2,0,B
1566,464283,1,0,40,1,0,6,2,2,5,B
1567,464286,0,1,57,1,0,0,0,2,5,C
1568,464287,1,1,42,1,0,2,0,3,1,C
1569,464289,1,1,35,0,8,1,2,3,5,D
1570,464292,1,1,58,1,0,0,0,2,5,C
1571,464297,1,0,29,0,0,8,2,5,4,D
1572,464298,1,0,26,0,1,0,2,1,5,A
1573,464308,0,1,84,1,7,1,1,2,5,B
1574,464318,1,1,86,1,4,0,2,1,5,A
1575,464320,1,1,77,0,7,1,1,2,5,B
1576,464326,0,0,37,1,0,0,2,3,5,C
1577,464332,1,1,74,0,4,0,1,2,5,B
1578,464339,1,0,27,0,0,1,2,2,5,A
1579,464344,0,1,56,1,0,0,2,1,5,B
1580,464351,0,0,27,1,5,0,2,1,5,D
1581,464364,1,1,39,1,0,7,0,2,5,C
1582,464368,1,1,35,1,3,3,0,2,5,C
1583,464370,1,1,66,1,3,1,0,2,5,C
1584,464373,0,0,47,1,0,0,2,2,5,B
1585,464378,0,1,36,1,0,8,0,2,5,C
1586,464381,1,1,43,1,0,4,0,2,5,C
1587,464382,0,1,55,1,0,0,0,4,5,C
1588,464386,1,1,41,1,1,0,0,3,5,C
1589,464387,0,0,26,1,0,9,2,5,5,D
1590,464389,1,1,72,1,0,0,1,2,1,B
1591,464392,1,1,59,2,0,0,0,2,5,C
1592,464396,1,1,38,1,3,1,0,3,5,C
1593,464412,1,1,72,0,7,1,2,2,5,D
1594,464424,1,0,31,1,5,1,2,4,5,D
1595,464425,1,0,41,1,0,9,2,1,5,A
1596,464432,1,0,25,0,2,9,2,2,2,D
1597,464433,1,0,29,1,0,3,2,3,1,A
1598,464436,1,1,83,1,7,0,1,2,3,B
1599,464437,0,1,51,1,2,0,0,4,5,C
1600,464441,1,1,40,1,0,0,2,2,1,A
1601,464451,0,1,76,1,0,0,0,2,5,C
1602,464456,1,1,29,1,0,1,2,4,5,A
1603,464468,1,1,46,1,0,1,2,3,5,B
1604,464473,0,1,58,1,0,0,0,4,5,C
1605,464474,0,0,46,1,0,1,2,1,5,A
1606,464478,0,1,74,0,7,0,1,2,5,B
1607,464481,1,1,53,1,4,1,1,3,5,C
1608,464482,1,1,63,1,0,1,2,1,5,B
1609,464483,0,1,49,1,0,1,0,3,5,C
1610,464485,1,0,25,1,3,5,2,2,2,D
1611,464487,1,0,46,0,2,1,2,3,3,A
1612,464488,0,0,43,1,0,7,2,9,5,A
1613,464494,0,1,58,1,0,1,0,4,2,C
1614,464499,1,1,41,1,4,1,1,4,5,C
1615,464501,0,0,28,0,5,1,2,3,5,D
1616,464504,1,0,26,1,5,0,2,4,5,D
1617,464506,1,0,29,1,5,9,2,2,3,D
1618,464517,1,0,33,1,5,0,2,3,4,D
1619,464522,0,0,39,1,2,14,2,1,5,A
1620,464526,1,1,51,1,3,0,0,4,5,C
1621,464528,1,1,46,1,3,4,1,4,1,B
1622,464533,1,1,38,0,4,2,1,6,5,D
1623,464536,1,1,26,1,0,1,0,3,5,C
1624,464540,0,1,42,1,2,1,0,4,3,B
1625,464544,0,1,43,1,3,5,0,3,5,C
1626,464549,1,1,53,1,4,1,2,4,5,A
1627,464550,1,1,46,1,0,2,2,4,5,B
1628,464552,0,1,40,1,0,1,0,3,3,C
1629,464553,1,1,71,1,0,1,2,2,5,B
1630,464555,1,1,32,1,8,13,1,4,3,D
1631,464560,1,0,41,1,3,9,2,2,5,A
1632,464561,0,0,46,1,3,8,2,2,5,A
1633,464566,1,1,40,1,4,0,1,4,5,B
1634,464569,1,0,29,0,1,1,2,5,5,D
1635,464570,1,1,25,1,1,1,0,2,5,A
1636,464572,0,1,52,1,8,0,2,1,5,D
1637,464576,1,0,30,1,1,9,2,5,5,D
1638,464577,0,1,25,1,5,12,1,2,5,D
1639,464580,1,0,32,0,0,9,2,4,5,D
1640,464581,0,0,33,0,1,3,2,4,5,D
1641,464586,0,0,49,1,0,1,2,1,2,B
1642,464593,0,0,43,1,1,1,2,4,1,B
1643,464594,1,1,48,1,0,1,2,1,1,B
